,sentence,intents,clean_sentence
7530,i want to order a pizza from michael's pizza,takeaway_order,want order pizza michael's pizza
7531,i want to eat two pita gyros please and some diet coke,takeaway_order,want eat two pita gyros please diet coke
7532,what are the offers in uber eats,takeaway_order,offers uber eats
7533,hi i want to order fried chick with white sauce,takeaway_order,hi want order fried chick white sauce
7534,order pizza from domino's,takeaway_order,order pizza domino's
7535,hey order a side of hot wings with my previous order,takeaway_order,hey order side hot wings previous order
7536,put an order in for two pizzas from dominoes,takeaway_order,put order two pizzas dominoes
7537,order takeout from pizza restaurant,takeaway_order,order takeout pizza restaurant
7538,order chinese from china spring wonton soup and a small beef and broccoli,takeaway_order,order chinese china spring wonton soup small beef broccoli
7539,near pizza shops,takeaway_order,near pizza shops
7540,i am really craving for chinese food right now please let me order take out,takeaway_order,really craving chinese food right please let order take
7541,places to order takeaway food,takeaway_order,places order takeaway food
7542,order me postmates of mcdonald,takeaway_order,order postmates mcdonald
7543,can you order me takeout,takeaway_order,order takeout
7544,call the nearest thai restaurant with delivery,takeaway_order,call nearest thai restaurant delivery
7545,pull up peking garden online,takeaway_order,pull peking garden online
7546,order two pizzas from dominoes,takeaway_order,order two pizzas dominoes
7547,order takeout pizza from domino's for seven pm,takeaway_order,order takeout pizza domino's seven pm
7548,grubhub order,takeaway_order,grubhub order
7549,i need to order some food from papa john's,takeaway_order,need order food papa john's
7550,can i order takeaway dinner from byron's,takeaway_order,order takeaway dinner byron's
7551,order takeout,takeaway_order,order takeout
7552,get me some food,takeaway_order,get food
7553,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order,order twelve piece honey mustard wing combo seasonimg altnon fries sprite drink
7554,is is taco o'clock yet,takeaway_order,taco o'clock yet
7555,i would like to order some takeout,takeaway_order,would like order takeout
7556,schedule pizza takeout for seven pm,takeaway_order,schedule pizza takeout seven pm
7557,i would like to have a sushi can you order me a lunch,takeaway_order,would like sushi order lunch
7558,i want to order some pizza,takeaway_order,want order pizza
7559,find hotel order food name,takeaway_order,find hotel order food name
7560,what is the best pizza near me that delivers,takeaway_order,best pizza near delivers
7561,please order me pizza and wings from papa johns now,takeaway_order,please order pizza wings papa johns
7562,i need two pizzas stat,takeaway_order,need two pizzas stat
7563,find and order rasgulla of janta sweet home pvt ltd,takeaway_order,find order rasgulla janta sweet home pvt ltd
7564,call the closest mexican restaurant,takeaway_order,call closest mexican restaurant
7565,it's time for junk food,takeaway_order,time junk food
7566,checkout domino centre near me and order cheese pizza,takeaway_order,checkout domino centre near order cheese pizza
7567,get large pizza with pepperoni,takeaway_order,get large pizza pepperoni
7568,order the best priced general tofu in nyack,takeaway_order,order best priced general tofu nyack
7569,order me chinese food,takeaway_order,order chinese food
7570,order a meal from a nice restaurant,takeaway_order,order meal nice restaurant
7571,open grubhub,takeaway_order,open grubhub
7572,order a medium pizza with pepperoni and bacon on its,takeaway_order,order medium pizza pepperoni bacon
