,sentence,intents
9466,i want a train ticket to edinburgh,transport_ticket
9467,could you make a train ticket for me,transport_ticket
9468,train ticket,transport_ticket
9469,book me a train ticket to new york city on the third i don't care what time,transport_ticket
9470,travel book a train ticket,transport_ticket
9471,book me a return trip from edinburgh to london by train,transport_ticket
9472,book train best deal,transport_ticket
9473,book a train ticket to new york,transport_ticket
9474,find me the cheapest train ticket to spain,transport_ticket
9475,book a train ticket to city leeds,transport_ticket
9476,book a train ticket from canada to las vegas,transport_ticket
9477,book me a train ride,transport_ticket
9478,book a train for me,transport_ticket
9479,order a train ticket to los angeles,transport_ticket
9480,get a me a train ticket to milwaukee from chicago on sunday morning,transport_ticket
9481,book me a train ticket to barcelona please,transport_ticket
9482,i need to book a train ticket from mumbai to goa,transport_ticket
9483,please purchase me a train ticket to atlanta,transport_ticket
9484,i need a train ticket traveling to new york in may,transport_ticket
9485,hey i want to get trains to manchester on Wednesday,transport_ticket
9486,book a train ticket for tomorrow going to new york,transport_ticket
9487,book my train ticket from las vegas to los angeles,transport_ticket
9488,ticket for delhi,transport_ticket
9489,find a non stop train to seattle,transport_ticket
9490,find train ticket,transport_ticket
9491,can you book me a train ticket to bombay for tomorrow in any train,transport_ticket
9492,i want a train ticket from boston to new york,transport_ticket
9493,look for train tickets to edinburgh tomorrow,transport_ticket
9494,i need a train ticket to,transport_ticket
9495,book for me a train ticket to washingdon dc,transport_ticket
9496,book a train ticket for an eight am ride to charleston west virginia,transport_ticket
9497,confirm a railway reservation ticket to california,transport_ticket
9498,i want to book a train ticket,transport_ticket
9499,book train to london,transport_ticket
9500,please book train ticket from mumbai to sangli for tomorrow morning,transport_ticket
9501,i need a ticket on the train to new york city tomorrow,transport_ticket
9502,book me a train ticket to newcastle,transport_ticket
9503,order a train ticket to los angeles now,transport_ticket
9504,ticket for bombay,transport_ticket
9505,book me a single train ticket travelling to new york city leaving after nine am,transport_ticket
9506,i need a ticket for a train ride to atlanta,transport_ticket
9507,i need to get a ticket via train to orlando from hwood,transport_ticket
9508,find me a cheap train ticket for miamy,transport_ticket
9509,buy me a ticket to boston,transport_ticket
9510,set up a train ticket for next week Friday,transport_ticket
9511,book a ticket for me on a train to get to boston tomorrow what is available,transport_ticket
9512,please train,transport_ticket
9513,please book a ticket form jaipur to mumbai on tuesday,transport_ticket
9514,i need a gold class ticket on train number five using my credit card,transport_ticket
9515,search for two tickets on tuesday's train to paris,transport_ticket
9516,i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket
9517,can you book a train ticket for me under dollars,transport_ticket
9518,bring me ticket of train to city leeds,transport_ticket
9519,can you book me a train ticket to boston for next tuesday,transport_ticket
9520,book for me a train ticket to new york,transport_ticket
9521,book a train ticket on the five hundred and two in fifteen minutes,transport_ticket
9522,buy train ticket,transport_ticket
9523,i want you to book a train ticket for me,transport_ticket
9524,book train ticket for this time,transport_ticket
9525,book next ny train ticket,transport_ticket
9526,get me a train ticket to go to,transport_ticket
9527,can you book train ticket from mumbai to sangli for tomorrow morning,transport_ticket
9528,can you please book a train ticket for next saturday to boston,transport_ticket
9529,book my chair class ac train ticket from manhattan to new york,transport_ticket
9530,book a ticket for the evening train line,transport_ticket
9531,can you book a train ticket,transport_ticket
9532,book me a train ticket for saturday,transport_ticket
9533,go to www dot metronorth dot com for train tickets,transport_ticket
9534,read the ticket for tesla,transport_ticket
9535,buy a train ticket to cleveland for april fourteenth,transport_ticket
9536,book a rajdhani train ticket from mumbai to ahmedabad,transport_ticket
9537,book for me a train ticket to california,transport_ticket
9538,book me a train ticket to atlanta please,transport_ticket
9539,book a train ticket for friday april fourteenth for boston,transport_ticket
9540,book me a train ride covering five destinations to see in new york,transport_ticket
9541,i need to leave on the five pm train to rockville,transport_ticket
9542,book me a train ticket at earliest time tomorrow,transport_ticket
9543,repurchase last train ticket to phillyx,transport_ticket
9544,book a ticket to paris on eurostar at five pm this Friday,transport_ticket
9545,buy me a ticket to take the train to atlanta,transport_ticket
9546,buy me today train ticket to city leeds,transport_ticket
9547,book a train ticket with a berth seat to lucknow for next week,transport_ticket
9548,open train ticket app,transport_ticket
9549,book me a train for the next available train,transport_ticket
9550,book a first class ticket in the next train to miami,transport_ticket
9551,i need you to book a train ticket that leaves at two pm,transport_ticket
9552,book a train ticket to mumbai for tomorrow,transport_ticket
9553,train ticket please,transport_ticket
9554,reserve a train ticket for me today to des moines,transport_ticket
9555,book my first class ac train ticket from new york to san francisco,transport_ticket
9556,could you please cancel my train ticket,transport_ticket
9557,book a train ticket from washington dc to savannah georgia,transport_ticket
9558,book train ticket to new york,transport_ticket
9559,tell me about the cheapest flight fares to nj today,transport_ticket
9560,book a train ticket from here to charleston west virginia at eight am today,transport_ticket
9561,please go to amtrak dot com to purchase tickets,transport_ticket
9562,find me train tickets,transport_ticket
9563,i need to book a train for tomorrow to go to new york,transport_ticket
9564,find me the earliest train ticket departing friday morning to miami,transport_ticket
9565,book a train ticket to arrive in cambridge by eight thirty pm today,transport_ticket
9566,book a train ticket from orlando to chicago,transport_ticket
9567,help me buy a train ticket to denver for next tuesday morning,transport_ticket
9568,ticket for new york,transport_ticket
9569,buy a train ticket for one week from now from new york to las vegas nevada,transport_ticket
9570,buy a train ticket to,transport_ticket
9571,can you check train schedule to berkeley,transport_ticket
9572,get train ticket,transport_ticket
9573,id like to get on the next train that will be departing indianapolis headed to chicago,transport_ticket
9574,buy me a train ticket,transport_ticket
9575,i need to get to bristol Friday night can you book me a ticket please,transport_ticket
9576,can you book a train ticket for my father,transport_ticket
9577,i want the cheapest train ticket to new york,transport_ticket
