,sentence,intents,clean_sentence
7921,please list the available rain trips to location a,transport_query,plea list avail rain trip locat
7922,what street do i take to get to downtown,transport_query,street take get downtown
7923,how do i get to starbucks,transport_query,get starbuck
7924,when is the next train to new york,transport_query,next train new york
7925,what time does the train from new york come in,transport_query,time train new york come
7926,find me a train ticket for the next trip to washington dc,transport_query,find train ticket next trip washington do
7927,how to get somewhere,transport_query,get somewher
7928,how long does it take for the train to get to orlando,transport_query,long take train get orlando
7929,where is the nearest train to me,transport_query,nearest train
7930,what is the estimated travel time for the train ride to orlando,transport_query,estim travel time train ride orlando
7931,tell me the time when punjab mail will reach gwalior,transport_query,tell time punjab mail reach gwalior
7932,tell me the direction to miami from chicago,transport_query,tell direct mimi chicago
7933,tell me the exact arrival time of train from newcastle to edinburgh,transport_query,tell exact arriv time train newcastl edinburgh
7934,whats the travel time from here to dallas by train,transport_query,what travel time dalla train
7935,give me directions to get from here to crescent city brewhouse in new orleans,transport_query,give direct get crescent citi brewhous new orlean
7936,what are the train times from san francisco to new york,transport_query,train time san francisco new york
7937,i need a train ticket to denver,transport_query,need train ticket denver
7938,how to go to multi specialty hospital,transport_query,go multi special hospit
7939,siri find train tickets to nc,transport_query,sir find train ticket no
7940,show me today all train times of next two hours at jodhpur to pali,transport_query,show today train time next two hour jodhpur pale
7941,find me the distance and direction by train to rccg in ikoyi lagos,transport_query,find distanc direct train rich iodi labor
7942,give the shortest route to the airport,transport_query,give shortest rout airport
7943,train times to new york,transport_query,train time new york
7944,can i get a train ticket to chicago for next saturday around noon,transport_query,get train ticket chicago next saturday around noon
7945,show me today all train times of next two hours at jodhpur to jaisalmer,transport_query,show today train time next two hour jodhpur jaisalm
7946,what is the timing of bagmati express,transport_query,time bagmati express
7947,i'd like a train ticket to this location,transport_query,i '' d like train ticket locat
7948,train schedule,transport_query,train schedul
7949,i would like to know the route the train will go to get to miami,transport_query,would like know rout train go get mimi
7950,what are departure arrival times for this train,transport_query,departur arriv time train
7951,get me the local train timing to destination cstm,transport_query,get local train time destin cut
7952,find ny train time,transport_query,find ny train time
7953,can you give me the train times to nyc,transport_query,give train time ny
7954,how far is orlando from my house,transport_query,far orlando hous
7955,how far is the distance to rccg ikoyi lagos from here by train,transport_query,far distanc rich iodi labor train
7956,give me the train time,transport_query,give train time
7957,directions to the target on I forty,transport_query,direct target I forti
7958,train times to glasgow,transport_query,train time glasgow
7959,when does the last train from work leave,transport_query,last train work leav
7960,how long until we get to chicago,transport_query,long get chicago
7961,get me train times to location from station,transport_query,get train time locat station
7962,how far is it from tokyo to dallas,transport_query,far tokyo dalla
7963,how do i book a train ticket online,transport_query,book train ticket onlin
7964,is there any train plying from pune to mumbai tonight,transport_query,train pli pure lumbar tonight
7965,give me the list of available train tickets from edinburgh to leeds,transport_query,give list avail train ticket edinburgh leed
7966,when is the next septa train to philadelphia,transport_query,next septum train philadelphia
7967,get me directions to meijer,transport_query,get direct member
7968,from where can i get a train ticket for athens,transport_query,get train ticket athen
7969,can you look up train ticket prices for me,transport_query,look train ticket price
7970,call an uber for me,transport_taxi,call user
7971,call a taxi for me,transport_taxi,call taxi
7972,find the nearest taxi,transport_taxi,find nearest taxi
7973,please book a taxi for me,transport_taxi,plea book taxi
7974,book a taxi uber,transport_taxi,book taxi user
7975,book ola cab for now,transport_taxi,book old cab
7976,open uber app and book me a car for pick up at the airport,transport_taxi,open user pp book car pick airport
7977,book me a taxi to the mall of america please,transport_taxi,book taxi mall america plea
7978,book me a taxi,transport_taxi,book taxi
7979,book taxi to new york city,transport_taxi,book taxi new york citi
7980,find transportation to rome,transport_taxi,find transport rome
7981,call a taxi company,transport_taxi,call taxi compani
7982,find a taxi to book,transport_taxi,find taxi book
7983,get me the number for local taxi service,transport_taxi,get number local taxi servic
7984,find a taxi service close to me,transport_taxi,find taxi servic close
7985,i need a ride home,transport_taxi,need ride home
7986,call city cab to airport,transport_taxi,call citi cab airport
7987,call a taxi for me to where i am currently located,transport_taxi,call taxi current locat
7988,i am going to chinatown in half an hour book an uber for me,transport_taxi,go chinatown half hour book user
7989,hail taxi,transport_taxi,hail taxi
7990,book a taxi to the airport,transport_taxi,book taxi airport
7991,open the uber app and get me a car please,transport_taxi,open user pp get car plea
7992,catcha a ride,transport_taxi,catch ride
7993,could you please have uber be at my house in fifteen minutes,transport_taxi,could plea user hous fifteen minut
7994,send golden taxi to pick me up as soon as possible,transport_taxi,send golden taxi pick soon possibl
7995,please reserve the next taxi a nine am,transport_taxi,plea reserv next taxi nine
7996,book an uber to the nearest mall in the next half hour,transport_taxi,book user nearest mall next half hour
7997,call me a taxi,transport_taxi,call taxi
7998,find a taxi to go home,transport_taxi,find taxi go home
7999,i need a taxi to take me to the airport please,transport_taxi,need taxi take airport plea
8000,call an uberpool to get me at long island bar,transport_taxi,call uberpool get long island bar
